CarId,Price
0,20953.147615473947
1,29419.177014291567
2,21649.962961180452
3,25752.001936820205
4,21763.49165354402
5,21649.962961180452
6,25752.001936820205
7,21763.49165354402
8,21066.676307837515
9,25055.1865911137
10,13297.4622547264
11,21763.49165354402
12,17285.972538002585
13,21763.49165354402
14,30229.52105236164
15,21763.49165354402
16,21763.49165354402
17,21066.676307837515
18,25752.001936820205
19,21763.49165354402
20,21066.676307837515
21,842.9225726325967
22,21763.49165354402
23,17661.452677904268
24,21763.49165354402
25,21649.962961180452
26,17285.972538002585
27,17172.443845639013
28,21066.676307837515
29,21763.49165354402
30,25752.001936820205
31,17774.981370267837
32,12111.63807675464
33,26241.010769085457
34,21763.49165354402
35,21763.49165354402
36,9308.951971450218
37,21649.962961180452
38,21649.962961180452
39,17285.972538002585
40,21763.49165354402
41,21763.49165354402
42,21763.49165354402
43,21763.49165354402
44,13297.4622547264
45,26241.010769085457
46,22460.306999250526
47,21763.49165354402
48,21649.962961180452
49,21763.49165354402
50,21649.962961180452
51,4831.432855908781
52,16475.628499932507
53,21066.676307837515
54,21649.962961180452
55,22460.306999250526
56,20953.147615473947
57,16475.628499932507
58,17774.981370267837
59,22460.306999250526
60,21763.49165354402
61,21763.49165354402
62,18471.796715974342
63,17348.612021054076
64,10557.41563247347
65,21066.676307837515
66,12663.286392071386
67,26303.650252136948
68,21826.13113659551
69,17837.620853319328
70,21826.13113659551
71,21826.13113659551
72,13152.295224336642
73,21826.13113659551
74,21826.13113659551
75,21826.13113659551
76,25928.170112235264
77,21939.65982895908
78,21712.602444231943
79,17348.612021054076
80,21826.13113659551
81,21763.49165354402
82,21712.602444231943
83,21939.65982895908
84,21712.602444231943
85,21712.602444231943
86,13735.581877679579
87,21826.13113659551
88,25814.641419871696
89,21939.65982895908
90,25814.641419871696
91,16651.79667534757
92,21242.844483252575
93,21826.13113659551
94,416.55322341883584
95,17951.1495456829
96,13360.101737777892
97,21826.13113659551
98,21826.13113659551
99,21939.65982895908
100,21763.49165354402
101,21939.65982895908
102,21712.602444231943
103,8882.582622236454
104,21763.49165354402
105,13360.101737777892
106,21826.13113659551
107,22522.946482302017
108,9485.12014686528
109,25928.170112235264
110,21939.65982895908
111,17348.612021054076
112,22522.946482302017
113,26303.650252136948
114,21763.49165354402
115,25117.82607416519
116,21649.962961180452
117,21826.13113659551
118,21826.13113659551
119,4894.072338960272
120,21826.13113659551
121,22522.946482302017
122,21939.65982895908
123,22522.946482302017
124,21826.13113659551
125,21939.65982895908
126,21939.65982895908
127,21939.65982895908
128,21763.49165354402
129,21826.13113659551
130,8561.247416431634
131,17837.620853319328
132,21826.13113659551
133,22522.946482302017
134,16651.79667534757
135,21015.787098525438
136,21763.49165354402
137,17348.612021054076
138,21712.602444231943
139,23219.761828008523
140,21763.49165354402
141,21939.65982895908
142,21939.65982895908
143,22522.946482302017
144,21939.65982895908
145,13943.388391120829
146,25814.641419871696
147,21826.13113659551
148,25752.001936820205
149,21712.602444231943
150,22522.946482302017
151,21939.65982895908
152,21763.49165354402
153,21712.602444231943
154,22522.946482302017
155,5590.887684666777
156,27321.80080364827
157,21712.602444231943
158,21826.13113659551
159,21015.787098525438
160,21826.13113659551
161,8674.776108795204
162,21242.844483252575
163,22522.946482302017
164,21826.13113659551
165,17348.612021054076
166,-342.9016053391606
167,22409.41778993845
168,21763.49165354402
169,22636.475174665586
170,30988.975881119637
171,21712.602444231943
172,22522.946482302017
173,21242.844483252575
174,21763.49165354402
175,21712.602444231943
176,21826.13113659551
177,13849.110570043147
178,23219.761828008523
179,21826.13113659551
180,21763.49165354402
181,21826.13113659551
182,14640.203736827334
183,21939.65982895908
184,21939.65982895908
185,21826.13113659551
186,23333.29052037209
187,21129.315790889006
188,23333.29052037209
189,21712.602444231943
190,21826.13113659551
191,21939.65982895908
192,4405.063506695016
193,23446.81921273566
194,21129.315790889006
195,22346.778306886958
196,21763.49165354402
197,22522.946482302017
198,21129.315790889006
199,21826.13113659551
200,22053.18852132265
201,5590.887684666777
202,21826.13113659551
203,21129.315790889006
204,17774.981370267837
205,25814.641419871696
206,30292.16053541313
207,21763.49165354402
208,22409.41778993845
209,21242.844483252575
210,21826.13113659551
211,22522.946482302017
212,842.9225726325967
213,21763.49165354402
214,23219.761828008523
215,21763.49165354402
216,21826.13113659551
217,21939.65982895908
218,22522.946482302017
219,25814.641419871696
220,21129.315790889006
221,18647.964891389405
222,23219.761828008523
223,21712.602444231943
224,21712.602444231943
225,21826.13113659551
226,21939.65982895908
227,21826.13113659551
228,13786.471086991656
229,17348.612021054076
230,23106.233135644954
231,9371.59145450171
232,9371.59145450171
233,21826.13113659551
234,21242.844483252575
235,21129.315790889006
236,22636.475174665586
237,12984.621597876205
238,21826.13113659551
239,21877.02034590759
240,13473.63043014146
241,18534.436199025833
242,17837.620853319328
243,4780.543646596703
244,30292.16053541313
245,25814.641419871696
246,21763.49165354402
247,4894.072338960272
248,25752.001936820205
249,25720.363598794014
250,416.55322341883584
251,21826.13113659551
252,16538.267982983998
253,21826.13113659551
254,21826.13113659551
255,21763.49165354402
256,30292.16053541313
257,21826.13113659551
258,21712.602444231943
259,21826.13113659551
260,23333.29052037209
261,26190.12155977338
262,21939.65982895908
263,-166.7334299241047
264,21712.602444231943
265,21826.13113659551
266,22346.778306886958
267,-1689.3175361790818
268,21826.13113659551
269,21826.13113659551
270,21826.13113659551
271,21763.49165354402
272,26303.650252136948
273,21826.13113659551
274,21712.602444231943
275,25814.641419871696
276,21712.602444231943
277,21939.65982895908
278,21129.315790889006
279,23219.761828008523
280,21826.13113659551
281,17837.620853319328
282,21712.602444231943
283,30292.16053541313
284,21826.13113659551
285,21712.602444231943
286,26303.650252136948
287,14659.454608113221
288,26303.650252136948
289,21763.49165354402
290,21712.602444231943
291,21826.13113659551
292,29595.345189706626
293,23219.761828008523
294,23106.233135644954
295,21826.13113659551
296,21129.315790889006
297,26303.650252136948
298,17837.620853319328
299,4342.424023643525
300,25814.641419871696
301,21712.602444231943
302,27321.80080364827
303,23219.761828008523
304,25814.641419871696
305,13473.63043014146
306,16651.79667534757
307,22522.946482302017
308,22522.946482302017
309,21129.315790889006
310,5309.685365842772
311,21826.13113659551
312,21712.602444231943
313,30229.52105236164
314,25638.473244456633
315,5320.441688174036
316,21826.13113659551
317,21939.65982895908
318,21826.13113659551
319,21826.13113659551
320,8996.111314600023
321,13297.4622547264
322,18742.242712467083
323,21826.13113659551
324,27697.28094354996
325,21826.13113659551
326,21826.13113659551
327,22522.946482302017
328,21826.13113659551
329,25928.170112235264
330,21712.602444231943
331,21712.602444231943
332,21826.13113659551
333,21826.13113659551
334,13246.573045414323
335,21826.13113659551
336,23219.761828008523
337,23219.761828008523
338,17951.1495456829
339,17254.334199976394
340,22522.946482302017
341,9485.12014686528
342,25004.297381801618
343,21712.602444231943
344,21939.65982895908
345,21763.49165354402
346,8882.582622236454
347,8769.053929872885
348,17235.083328690504
349,22522.946482302017
350,22636.475174665586
351,21015.787098525438
352,26303.650252136948
353,21015.787098525438
354,21826.13113659551
355,21763.49165354402
356,25701.112727508123
357,9371.59145450171
358,21242.844483252575
359,25814.641419871696
360,8769.053929872885
361,21826.13113659551
362,13849.110570043147
363,23106.233135644954
364,26303.650252136948
365,21826.13113659551
366,21826.13113659551
367,30292.16053541313
368,22409.41778993845
369,25928.170112235264
370,23106.233135644954
371,21712.602444231943
372,17837.620853319328
373,12174.27755980613
374,21763.49165354402
375,13473.63043014146
376,21826.13113659551
377,22522.946482302017
378,21826.13113659551
379,22636.475174665586
380,13360.101737777892
381,21939.65982895908
382,22460.306999250526
383,26624.985457941766
384,13297.4622547264
385,21712.602444231943
386,21826.13113659551
387,21712.602444231943
388,21939.65982895908
389,4894.072338960272
390,21939.65982895908
391,21826.13113659551
392,21826.13113659551
393,21826.13113659551
394,21129.315790889006
395,21712.602444231943
396,21712.602444231943
397,21939.65982895908
398,13246.573045414323
399,22522.946482302017
400,23916.577173715028
401,22522.946482302017
402,21066.676307837515
403,21939.65982895908
404,-882.7996469164937
405,27208.272111284703
406,26190.12155977338
407,26041.698804598833
408,21939.65982895908
409,21939.65982895908
410,13360.101737777892
411,17724.09216095576
412,22522.946482302017
413,21826.13113659551
414,21712.602444231943
415,21826.13113659551
416,26303.650252136948
417,21712.602444231943
418,21826.13113659551
419,21826.13113659551
420,26303.650252136948
421,21712.602444231943
422,21066.676307837515
423,21826.13113659551
424,22053.18852132265
425,21939.65982895908
426,-7560.467343133532
427,21712.602444231943
